zip,compid,compname,comrate,indrate,resrate
82059,03461,"Cheyenne Light, Fuel & Power Co.",84.51,65.97,107.35
52324,09162,Interstate Power & Light Co.,0,0,0
28429,03046,Carolina Power & Light Co.,74.34,57.46,90.23
19102,14940,PECO Energy Co.,121.2,81.88,139.07
23418,05027,Delmarva Power & Light Co.,103.72,58.26,118.69
25920,00733,Appalachian Power Co.,52.6,36.59,58.52
71745,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
13132,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
26611,12796,Monongahela Power Co.,59.39,41.09,72.5
29580,03046,Carolina Power & Light Co.,74.34,57.46,90.23
01108,11804,Massachusetts Electric Co.,160.29,159.57,154.32
05655,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
72038,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
95562,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
39183,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
96743,08287,"Hawaii Electric Light Co., Inc.",300.9,256.38,310.33
48623,04254,Consumers Energy Co.,84.9,65.38,95.35
34113,06452,Florida Power & Light Co.,106.06,88.71,119
98074,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
51601,12341,MidAmerican Energy Co.,65.04,40.61,86.15
45897,14006,Ohio Power Co.,63.8,43.58,75.25
95251,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
14505,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
46235,09273,Indianapolis Power & Light Co.,78.31,55.76,72.34
30028,07140,Georgia Power Co.,76.3,54.04,88.77
23691,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
75750,A3483,Oncor Electric Delivery Co.,0,0,0
52318,00471,Amana Society Service Co.,0,0,0
50170,12341,MidAmerican Energy Co.,65.04,40.61,86.15
56078,13781,Northern States Power Co.,69.79,57.42,89.95
29453,03046,Carolina Power & Light Co.,74.34,57.46,90.23
97819,09191,Idaho Power Co.,43.18,34.12,59.12
53818,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
12149,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
55940,09162,Interstate Power & Light Co.,0,0,0
59873,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
63105,19436,Union Electric Co.,56.56,41.72,69.64
16156,20387,West Penn Power Co.,61.26,47.16,71.66
48382,05109,Detroit Edison Co.,85.32,59.4,102.07
55329,13781,Northern States Power Co.,69.79,57.42,89.95
33328,06452,Florida Power & Light Co.,106.06,88.71,119
21783,15263,Potomac Edison Co.,80.14,52.31,69.2
07933,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
24724,00733,Appalachian Power Co.,52.6,36.59,58.52
46617,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
08561,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
97222,14354,PacifiCorp.,59.39,40.36,69.43
24360,00733,Appalachian Power Co.,52.6,36.59,58.52
45233,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
33308,06452,Florida Power & Light Co.,106.06,88.71,119
05051,07601,Green Mountain Power Corp.,109.59,75.73,132.56
31527,07140,Georgia Power Co.,76.3,54.04,88.77
53526,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
65752,05860,Empire District Electric Co.,74.74,56.59,83.94
12790,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
49288,04254,Consumers Energy Co.,84.9,65.38,95.35
14622,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
75457,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
45230,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
49817,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
35404,00195,Alabama Power Co.,81.85,49.23,89.32
78836,03278,AEP Texas Central Co.,0,0,0
18054,12390,Metropolitan Edison Co.,82.19,64.62,93.56
12095,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
54902,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
59729,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
61533,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
12130,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
25264,00733,Appalachian Power Co.,52.6,36.59,58.52
33314,06452,Florida Power & Light Co.,106.06,88.71,119
67418,22500,Westar Energy Inc.,0,0,0
52033,09162,Interstate Power & Light Co.,0,0,0
83302,09191,Idaho Power Co.,43.18,34.12,59.12
32789,06455,Florida Power Corp.,95.25,83.1,117.91
23801,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
10281,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
13439,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
62615,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
73773,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
21017,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
93601,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
67529,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
62002,19436,Union Electric Co.,56.56,41.72,69.64
05156,26510,Granite State Electric Co.,106.11,104.12,125.3
67120,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
16430,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
04901,03266,Central Maine Power Co.,129.63,0,144.58
83402,09191,Idaho Power Co.,43.18,34.12,59.12
14719,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
71635,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
93063,17609,Southern California Edison Co.,144.53,119.66,157.72
76446,A3483,Oncor Electric Delivery Co.,0,0,0
44112,03755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
93641,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
47001,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
90292,17609,Southern California Edison Co.,144.53,119.66,157.72
67550,12698,Aquila Inc.,68.63,52.06,84.81
06066,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
66218,22500,Westar Energy Inc.,0,0,0
62092,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
56644,14232,Otter Tail Power Co.,64.49,50.72,74.26
55020,13781,Northern States Power Co.,69.79,57.42,89.95
71333,03265,Cleco Power LLC,103.71,77.5,110.06
89113,13407,Nevada Power Co.,98.43,86.03,108
95404,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
82336,14354,PacifiCorp.,59.39,40.36,69.43
46730,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
62863,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
14102,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
62226,09208,Illinois Power Co.,73.39,46.63,77.12
02715,11804,Massachusetts Electric Co.,160.29,159.57,154.32
45320,04922,Dayton Power & Light Co.,75.88,63.79,94.01
15925,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
20896,15270,Potomac Electric Power Co.,116.6,0,116.65
60171,04110,Commonwealth Edison Co.,76.48,55.66,86.59
17307,12390,Metropolitan Edison Co.,82.19,64.62,93.56
61486,09208,Illinois Power Co.,73.39,46.63,77.12
20862,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
78628,A3483,Oncor Electric Delivery Co.,0,0,0
10604,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
50510,09162,Interstate Power & Light Co.,0,0,0
02302,11804,Massachusetts Electric Co.,160.29,159.57,154.32
29929,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
83522,14354,PacifiCorp.,59.39,40.36,69.43
41171,22053,Kentucky Power Co.,67.59,42.47,64.98
55308,13781,Northern States Power Co.,69.79,57.42,89.95
20758,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
19383,14940,PECO Energy Co.,121.2,81.88,139.07
15140,05487,Duquesne Light Co.,88.77,83.03,104.34
41612,22053,Kentucky Power Co.,67.59,42.47,64.98
21561,15263,Potomac Edison Co.,80.14,52.31,69.2
44857,13998,Ohio Edison Co.,100.63,59.53,104.78
29168,03046,Carolina Power & Light Co.,74.34,57.46,90.23
95713,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
27546,03046,Carolina Power & Light Co.,74.34,57.46,90.23
04785,11522,Maine Public Service Co.,0,0,0
72855,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
52205,09162,Interstate Power & Light Co.,0,0,0
96090,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
43920,14006,Ohio Power Co.,63.8,43.58,75.25
20878,15270,Potomac Electric Power Co.,116.6,0,116.65
31408,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
98605,14354,PacifiCorp.,59.39,40.36,69.43
66049,22500,Westar Energy Inc.,0,0,0
85631,00803,Arizona Public Service Co.,87.13,61.11,98.47
12972,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
56175,13781,Northern States Power Co.,69.79,57.42,89.95
15135,05487,Duquesne Light Co.,88.77,83.03,104.34
52358,09162,Interstate Power & Light Co.,0,0,0
53019,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
66075,10000,Kansas City Power & Light Co.,60.27,46.48,71
92040,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
12015,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
91786,17609,Southern California Edison Co.,144.53,119.66,157.72
32129,06452,Florida Power & Light Co.,106.06,88.71,119
83637,09191,Idaho Power Co.,43.18,34.12,59.12
88051,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
52203,00471,Amana Society Service Co.,0,0,0
49735,04254,Consumers Energy Co.,84.9,65.38,95.35
73554,15474,PSC of Oklahoma,74.19,58.93,84.1
04684,01179,Bangor Hydro-Electric Co.,0,0,0
44647,13998,Ohio Edison Co.,100.63,59.53,104.78
72339,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
53565,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
64050,10000,Kansas City Power & Light Co.,60.27,46.48,71
50557,12341,MidAmerican Energy Co.,65.04,40.61,86.15
56583,14232,Otter Tail Power Co.,64.49,50.72,74.26
12522,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
13084,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
80424,15466,PSC of Colorado,74.07,58.3,88.42
14210,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
57274,14232,Otter Tail Power Co.,64.49,50.72,74.26
93626,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
31627,07140,Georgia Power Co.,76.3,54.04,88.77
85705,24211,Tucson Electric Power Co.,103.76,65.74,90.9
76854,20404,AEP Texas North Co.,0,0,0
90638,17609,Southern California Edison Co.,144.53,119.66,157.72
04290,03266,Central Maine Power Co.,129.63,0,144.58
32927,06452,Florida Power & Light Co.,106.06,88.71,119
66091,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
95978,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
18076,14940,PECO Energy Co.,121.2,81.88,139.07
71441,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
31909,07140,Georgia Power Co.,76.3,54.04,88.77
13812,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
83214,14354,PacifiCorp.,59.39,40.36,69.43
59731,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
47119,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
97862,14354,PacifiCorp.,59.39,40.36,69.43
77417,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
15536,20387,West Penn Power Co.,61.26,47.16,71.66
23219,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
60537,04110,Commonwealth Edison Co.,76.48,55.66,86.59
22309,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
93543,17609,Southern California Edison Co.,144.53,119.66,157.72
64068,10000,Kansas City Power & Light Co.,60.27,46.48,71
80448,15466,PSC of Colorado,74.07,58.3,88.42
71647,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
67522,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
72358,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
45783,04062,Columbus Southern Power Co.,68.9,51.29,87.05
71827,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
53719,11479,Madison Gas & Electric Co.,89.03,61.22,134.86
72636,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
49445,04254,Consumers Energy Co.,84.9,65.38,95.35
15958,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
84046,14354,PacifiCorp.,59.39,40.36,69.43
56074,13781,Northern States Power Co.,69.79,57.42,89.95
05768,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
31549,07140,Georgia Power Co.,76.3,54.04,88.77
44201,13998,Ohio Edison Co.,100.63,59.53,104.78
61418,09208,Illinois Power Co.,73.39,46.63,77.12
14477,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
17502,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
85259,00803,Arizona Public Service Co.,87.13,61.11,98.47
70002,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
81647,15466,PSC of Colorado,74.07,58.3,88.42
15219,05487,Duquesne Light Co.,88.77,83.03,104.34
08109,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
72642,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
64746,10000,Kansas City Power & Light Co.,60.27,46.48,71
61545,03252,Central Illinois Light Co.,65.82,52,69.39
16648,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
04626,01179,Bangor Hydro-Electric Co.,0,0,0
98042,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
32825,06455,Florida Power Corp.,95.25,83.1,117.91
49878,19578,Upper Peninsula Power Co.,115.43,73.07,137.87
01077,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
50211,12341,MidAmerican Energy Co.,65.04,40.61,86.15
45013,03542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
82325,14354,PacifiCorp.,59.39,40.36,69.43
92683,17609,Southern California Edison Co.,144.53,119.66,157.72
75439,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
30124,07140,Georgia Power Co.,76.3,54.04,88.77
05070,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
59039,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
17527,14940,PECO Energy Co.,121.2,81.88,139.07
03445,15472,PSC of New Hampshire,136.75,128.88,151.42
06002,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
36875,00195,Alabama Power Co.,81.85,49.23,89.32
83322,09191,Idaho Power Co.,43.18,34.12,59.12
61361,09208,Illinois Power Co.,73.39,46.63,77.12
50583,12341,MidAmerican Energy Co.,65.04,40.61,86.15
73004,15474,PSC of Oklahoma,74.19,58.93,84.1
90502,17609,Southern California Edison Co.,144.53,119.66,157.72
61738,04110,Commonwealth Edison Co.,76.48,55.66,86.59
58790,14232,Otter Tail Power Co.,64.49,50.72,74.26
18828,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
63745,19436,Union Electric Co.,56.56,41.72,69.64
08035,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
16652,20387,West Penn Power Co.,61.26,47.16,71.66
43223,04062,Columbus Southern Power Co.,68.9,51.29,87.05
92612,17609,Southern California Edison Co.,144.53,119.66,157.72
82601,14354,PacifiCorp.,59.39,40.36,69.43
05904,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
59430,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
50207,12341,MidAmerican Energy Co.,65.04,40.61,86.15
12193,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
28215,05416,Duke Power Co.,63.62,44.52,78.13
31407,16687,Savannah Electric & Power Co.,0,0,0
10456,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
66205,10000,Kansas City Power & Light Co.,60.27,46.48,71
12582,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
25401,15263,Potomac Edison Co.,80.14,52.31,69.2
01118,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
38733,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
77554,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
89433,17166,Sierra Pacific Power Co.,119,96.25,128.65
67449,22500,Westar Energy Inc.,0,0,0
43935,20521,Wheeling Power Co.,53.61,31.24,57.37
77957,03278,AEP Texas Central Co.,0,0,0
40008,10171,Kentucky Utilities Co.,57.83,45.19,60.29
43920,13998,Ohio Edison Co.,100.63,59.53,104.78
76637,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
25936,00733,Appalachian Power Co.,52.6,36.59,58.52
28348,03046,Carolina Power & Light Co.,74.34,57.46,90.23
75207,A3483,Oncor Electric Delivery Co.,0,0,0
15344,20387,West Penn Power Co.,61.26,47.16,71.66
25173,00733,Appalachian Power Co.,52.6,36.59,58.52
41030,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
34655,06455,Florida Power Corp.,95.25,83.1,117.91
30134,07140,Georgia Power Co.,76.3,54.04,88.77
32305,06455,Florida Power Corp.,95.25,83.1,117.91
12075,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
81645,15466,PSC of Colorado,74.07,58.3,88.42
66040,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
43055,14006,Ohio Power Co.,63.8,43.58,75.25
48757,05109,Detroit Edison Co.,85.32,59.4,102.07
65753,05860,Empire District Electric Co.,74.74,56.59,83.94
66093,10000,Kansas City Power & Light Co.,60.27,46.48,71
35049,00195,Alabama Power Co.,81.85,49.23,89.32
91902,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
18635,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
03777,15472,PSC of New Hampshire,136.75,128.88,151.42
58456,12819,Montana Dakota Utilities Co.,0,0,0
21221,01167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
83348,09191,Idaho Power Co.,43.18,34.12,59.12
19348,14940,PECO Energy Co.,121.2,81.88,139.07
07522,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
66416,22500,Westar Energy Inc.,0,0,0
66422,22500,Westar Energy Inc.,0,0,0
01056,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
49659,04254,Consumers Energy Co.,84.9,65.38,95.35
84003,14354,PacifiCorp.,59.39,40.36,69.43
41537,00733,Appalachian Power Co.,52.6,36.59,58.52
14422,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
42352,10171,Kentucky Utilities Co.,57.83,45.19,60.29
61078,04110,Commonwealth Edison Co.,76.48,55.66,86.59
14513,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
60550,04110,Commonwealth Edison Co.,76.48,55.66,86.59
90717,17609,Southern California Edison Co.,144.53,119.66,157.72
83854,20169,Avista Corp.,72.22,45.09,65.6
51442,12341,MidAmerican Energy Co.,65.04,40.61,86.15
31328,16687,Savannah Electric & Power Co.,0,0,0
85362,00803,Arizona Public Service Co.,87.13,61.11,98.47
26717,15263,Potomac Edison Co.,80.14,52.31,69.2
80015,15466,PSC of Colorado,74.07,58.3,88.42
82925,14354,PacifiCorp.,59.39,40.36,69.43
62219,09208,Illinois Power Co.,73.39,46.63,77.12
98642,15248,Portland General Electric Co.,75.02,58.26,82.88
26405,12796,Monongahela Power Co.,59.39,41.09,72.5
43722,14006,Ohio Power Co.,63.8,43.58,75.25
26152,12796,Monongahela Power Co.,59.39,41.09,72.5
85034,00803,Arizona Public Service Co.,87.13,61.11,98.47
83811,20169,Avista Corp.,72.22,45.09,65.6
20854,15270,Potomac Electric Power Co.,116.6,0,116.65
29591,03046,Carolina Power & Light Co.,74.34,57.46,90.23
11385,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
12832,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
76579,A3483,Oncor Electric Delivery Co.,0,0,0
76367,A3483,Oncor Electric Delivery Co.,0,0,0
29142,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
48317,05109,Detroit Edison Co.,85.32,59.4,102.07
14897,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
29325,05416,Duke Power Co.,63.62,44.52,78.13
34234,06452,Florida Power & Light Co.,106.06,88.71,119
98237,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
82844,12819,Montana Dakota Utilities Co.,0,0,0
43450,18997,Toledo Edison Co.,104.33,44.25,108.58
65259,10000,Kansas City Power & Light Co.,60.27,46.48,71
01536,11804,Massachusetts Electric Co.,160.29,159.57,154.32
28909,05416,Duke Power Co.,63.62,44.52,78.13
15066,05487,Duquesne Light Co.,88.77,83.03,104.34
04547,03266,Central Maine Power Co.,129.63,0,144.58
75110,A3483,Oncor Electric Delivery Co.,0,0,0
57435,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
40484,10171,Kentucky Utilities Co.,57.83,45.19,60.29
14218,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
52338,09162,Interstate Power & Light Co.,0,0,0
56453,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
35068,00195,Alabama Power Co.,81.85,49.23,89.32
40258,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
48832,04254,Consumers Energy Co.,84.9,65.38,95.35
76678,17699,TXU SESCO Co.,0,0,0
17319,12390,Metropolitan Edison Co.,82.19,64.62,93.56
19520,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
45761,04062,Columbus Southern Power Co.,68.9,51.29,87.05
01230,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
27584,03046,Carolina Power & Light Co.,74.34,57.46,90.23
42023,10171,Kentucky Utilities Co.,57.83,45.19,60.29
30147,07140,Georgia Power Co.,76.3,54.04,88.77
