zip,compid,compname,comrate,indrate,resrate
30032,07140,Georgia Power Co.,76.3,54.04,88.77
50104,12341,MidAmerican Energy Co.,65.04,40.61,86.15
13304,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
74038,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
95462,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
98664,15248,Portland General Electric Co.,75.02,58.26,82.88
01001,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
24176,00733,Appalachian Power Co.,52.6,36.59,58.52
47010,03542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
03781,07601,Green Mountain Power Corp.,109.59,75.73,132.56
24279,10171,Kentucky Utilities Co.,57.83,45.19,60.29
80102,15466,PSC of Colorado,74.07,58.3,88.42
31783,07140,Georgia Power Co.,76.3,54.04,88.77
39826,07140,Georgia Power Co.,76.3,54.04,88.77
18201,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
60130,04110,Commonwealth Edison Co.,76.48,55.66,86.59
60504,04110,Commonwealth Edison Co.,76.48,55.66,86.59
52543,09162,Interstate Power & Light Co.,0,0,0
91010,17609,Southern California Edison Co.,144.53,119.66,157.72
51562,12341,MidAmerican Energy Co.,65.04,40.61,86.15
74552,15474,PSC of Oklahoma,74.19,58.93,84.1
07628,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
85328,00803,Arizona Public Service Co.,87.13,61.11,98.47
77056,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
53207,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
97213,15248,Portland General Electric Co.,75.02,58.26,82.88
65355,12698,Aquila Inc.,68.63,52.06,84.81
01805,01998,Boston Edison Co.,193.53,199.87,201.75
90405,17609,Southern California Edison Co.,144.53,119.66,157.72
44847,13998,Ohio Edison Co.,100.63,59.53,104.78
83544,20169,Avista Corp.,72.22,45.09,65.6
13407,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
22971,00733,Appalachian Power Co.,52.6,36.59,58.52
44055,13998,Ohio Edison Co.,100.63,59.53,104.78
46032,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
80611,15466,PSC of Colorado,74.07,58.3,88.42
70535,03265,Cleco Power LLC,103.71,77.5,110.06
22740,15263,Potomac Edison Co.,80.14,52.31,69.2
74128,15474,PSC of Oklahoma,74.19,58.93,84.1
71108,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
97539,14354,PacifiCorp.,59.39,40.36,69.43
63011,19436,Union Electric Co.,56.56,41.72,69.64
93517,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
87501,15473,Public Service Co. of New Mexico,70.15,47.1,80.38
12464,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
30442,07140,Georgia Power Co.,76.3,54.04,88.77
91340,17609,Southern California Edison Co.,144.53,119.66,157.72
58843,12819,Montana Dakota Utilities Co.,0,0,0
61473,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
30309,07140,Georgia Power Co.,76.3,54.04,88.77
56010,09162,Interstate Power & Light Co.,0,0,0
11223,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
44613,13998,Ohio Edison Co.,100.63,59.53,104.78
16701,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
28278,05416,Duke Power Co.,63.62,44.52,78.13
23337,05027,Delmarva Power & Light Co.,103.72,58.26,118.69
24598,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
17742,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
02090,01998,Boston Edison Co.,193.53,199.87,201.75
03878,03266,Central Maine Power Co.,129.63,0,144.58
13077,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
54979,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
62951,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
64152,10000,Kansas City Power & Light Co.,60.27,46.48,71
17964,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
11201,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
41129,00733,Appalachian Power Co.,52.6,36.59,58.52
17266,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
63053,19436,Union Electric Co.,56.56,41.72,69.64
12918,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
43917,14006,Ohio Power Co.,63.8,43.58,75.25
97621,14354,PacifiCorp.,59.39,40.36,69.43
44243,13998,Ohio Edison Co.,100.63,59.53,104.78
61822,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
54984,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
64866,05860,Empire District Electric Co.,74.74,56.59,83.94
42259,10171,Kentucky Utilities Co.,57.83,45.19,60.29
88311,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
49886,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
50329,12341,MidAmerican Energy Co.,65.04,40.61,86.15
01085,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
99103,20169,Avista Corp.,72.22,45.09,65.6
90270,17609,Southern California Edison Co.,144.53,119.66,157.72
29856,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
18091,12390,Metropolitan Edison Co.,82.19,64.62,93.56
18436,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
35571,00195,Alabama Power Co.,81.85,49.23,89.32
71701,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
36553,00195,Alabama Power Co.,81.85,49.23,89.32
83801,20169,Avista Corp.,72.22,45.09,65.6
02176,01998,Boston Edison Co.,193.53,199.87,201.75
30308,07140,Georgia Power Co.,76.3,54.04,88.77
13415,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
52132,09162,Interstate Power & Light Co.,0,0,0
94520,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
16674,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
25248,00733,Appalachian Power Co.,52.6,36.59,58.52
30802,07140,Georgia Power Co.,76.3,54.04,88.77
14586,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
55771,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
52227,09162,Interstate Power & Light Co.,0,0,0
92069,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
39507,12686,Mississippi Power Co.,81.56,51.04,101.26
11411,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
19026,14940,PECO Energy Co.,121.2,81.88,139.07
42451,17633,Southern Indiana Gas & Electric Co.,71.27,51.51,89.69
24237,00733,Appalachian Power Co.,52.6,36.59,58.52
21837,05027,Delmarva Power & Light Co.,103.72,58.26,118.69
01119,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
40826,00733,Appalachian Power Co.,52.6,36.59,58.52
50155,09162,Interstate Power & Light Co.,0,0,0
05055,26510,Granite State Electric Co.,106.11,104.12,125.3
23109,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
55711,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
79088,17718,Southwestern Public Service Co.,76.73,54.1,82.84
26408,12796,Monongahela Power Co.,59.39,41.09,72.5
14767,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
27317,05416,Duke Power Co.,63.62,44.52,78.13
33952,06452,Florida Power & Light Co.,106.06,88.71,119
66523,10000,Kansas City Power & Light Co.,60.27,46.48,71
23457,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
89123,13407,Nevada Power Co.,98.43,86.03,108
58027,14232,Otter Tail Power Co.,64.49,50.72,74.26
97049,14354,PacifiCorp.,59.39,40.36,69.43
30064,07140,Georgia Power Co.,76.3,54.04,88.77
96103,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
46835,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
25136,00733,Appalachian Power Co.,52.6,36.59,58.52
31331,07140,Georgia Power Co.,76.3,54.04,88.77
61760,04110,Commonwealth Edison Co.,76.48,55.66,86.59
40440,10171,Kentucky Utilities Co.,57.83,45.19,60.29
52566,12341,MidAmerican Energy Co.,65.04,40.61,86.15
59301,12819,Montana Dakota Utilities Co.,0,0,0
10925,16213,Rockland Electric Co.,112.9,109.06,119.7
11106,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
07063,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
12175,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
96032,14354,PacifiCorp.,59.39,40.36,69.43
19405,14940,PECO Energy Co.,121.2,81.88,139.07
80121,15466,PSC of Colorado,74.07,58.3,88.42
06840,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
16686,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
40212,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
43018,14006,Ohio Power Co.,63.8,43.58,75.25
81501,15466,PSC of Colorado,74.07,58.3,88.42
15043,05487,Duquesne Light Co.,88.77,83.03,104.34
16839,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
24313,00733,Appalachian Power Co.,52.6,36.59,58.52
62215,09208,Illinois Power Co.,73.39,46.63,77.12
50132,09162,Interstate Power & Light Co.,0,0,0
04937,03266,Central Maine Power Co.,129.63,0,144.58
06455,19497,United Illuminating Co.,120.63,102.26,151.34
97401,14354,PacifiCorp.,59.39,40.36,69.43
02563,04089,Commonwealth Electric Co.,172.95,163.03,195.27
29624,05416,Duke Power Co.,63.62,44.52,78.13
72908,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
97371,14354,PacifiCorp.,59.39,40.36,69.43
32610,06452,Florida Power & Light Co.,106.06,88.71,119
19605,12390,Metropolitan Edison Co.,82.19,64.62,93.56
63630,19436,Union Electric Co.,56.56,41.72,69.64
99109,20169,Avista Corp.,72.22,45.09,65.6
50435,09162,Interstate Power & Light Co.,0,0,0
77011,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
48140,04254,Consumers Energy Co.,84.9,65.38,95.35
78341,03278,AEP Texas Central Co.,0,0,0
86045,00803,Arizona Public Service Co.,87.13,61.11,98.47
95304,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
77019,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
96086,14354,PacifiCorp.,59.39,40.36,69.43
95658,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
56156,13781,Northern States Power Co.,69.79,57.42,89.95
19373,14940,PECO Energy Co.,121.2,81.88,139.07
08345,00963,Atlantic City Electric Co.,128.04,108.74,137.77
03827,11804,Massachusetts Electric Co.,160.29,159.57,154.32
07936,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
44645,14006,Ohio Power Co.,63.8,43.58,75.25
61864,03252,Central Illinois Light Co.,65.82,52,69.39
72640,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
43804,14006,Ohio Power Co.,63.8,43.58,75.25
98826,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
24850,00733,Appalachian Power Co.,52.6,36.59,58.52
26105,04062,Columbus Southern Power Co.,68.9,51.29,87.05
50703,09162,Interstate Power & Light Co.,0,0,0
93724,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
17823,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
15064,20387,West Penn Power Co.,61.26,47.16,71.66
98648,15248,Portland General Electric Co.,75.02,58.26,82.88
72342,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
13030,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
74469,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
15868,20387,West Penn Power Co.,61.26,47.16,71.66
36544,00195,Alabama Power Co.,81.85,49.23,89.32
25901,00733,Appalachian Power Co.,52.6,36.59,58.52
55936,09162,Interstate Power & Light Co.,0,0,0
50061,12341,MidAmerican Energy Co.,65.04,40.61,86.15
16438,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
13485,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
24612,00733,Appalachian Power Co.,52.6,36.59,58.52
56087,09162,Interstate Power & Light Co.,0,0,0
83272,14354,PacifiCorp.,59.39,40.36,69.43
85344,00803,Arizona Public Service Co.,87.13,61.11,98.47
33924,06452,Florida Power & Light Co.,106.06,88.71,119
73119,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
24151,00733,Appalachian Power Co.,52.6,36.59,58.52
57703,19545,Black Hills Power Inc.,74.6,47.79,80.97
28701,03046,Carolina Power & Light Co.,74.34,57.46,90.23
10020,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
12734,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
72335,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
53801,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
04544,03266,Central Maine Power Co.,129.63,0,144.58
05672,07601,Green Mountain Power Corp.,109.59,75.73,132.56
55321,13781,Northern States Power Co.,69.79,57.42,89.95
58711,12819,Montana Dakota Utilities Co.,0,0,0
07040,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
49509,04254,Consumers Energy Co.,84.9,65.38,95.35
48857,04254,Consumers Energy Co.,84.9,65.38,95.35
45832,14006,Ohio Power Co.,63.8,43.58,75.25
12770,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
24323,00733,Appalachian Power Co.,52.6,36.59,58.52
96122,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
93616,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
78376,03278,AEP Texas Central Co.,0,0,0
52543,12341,MidAmerican Energy Co.,65.04,40.61,86.15
23072,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
56748,14232,Otter Tail Power Co.,64.49,50.72,74.26
94702,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
52202,09162,Interstate Power & Light Co.,0,0,0
87031,15473,Public Service Co. of New Mexico,70.15,47.1,80.38
06278,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
30507,07140,Georgia Power Co.,76.3,54.04,88.77
14867,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
55012,13781,Northern States Power Co.,69.79,57.42,89.95
55433,13781,Northern States Power Co.,69.79,57.42,89.95
08086,00963,Atlantic City Electric Co.,128.04,108.74,137.77
97603,14354,PacifiCorp.,59.39,40.36,69.43
61282,12341,MidAmerican Energy Co.,65.04,40.61,86.15
45251,03542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
03287,15472,PSC of New Hampshire,136.75,128.88,151.42
29824,05416,Duke Power Co.,63.62,44.52,78.13
67583,12698,Aquila Inc.,68.63,52.06,84.81
35565,00195,Alabama Power Co.,81.85,49.23,89.32
79346,17718,Southwestern Public Service Co.,76.73,54.1,82.84
85310,00803,Arizona Public Service Co.,87.13,61.11,98.47
28467,03046,Carolina Power & Light Co.,74.34,57.46,90.23
42086,10171,Kentucky Utilities Co.,57.83,45.19,60.29
12945,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
97835,14354,PacifiCorp.,59.39,40.36,69.43
94022,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
15698,20387,West Penn Power Co.,61.26,47.16,71.66
05459,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
02375,11804,Massachusetts Electric Co.,160.29,159.57,154.32
92084,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
41042,19446,"Union Light, Heat & Power Co.",58.63,51.25,64.79
47305,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
78644,03278,AEP Texas Central Co.,0,0,0
74048,15474,PSC of Oklahoma,74.19,58.93,84.1
07836,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
72012,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
42345,10171,Kentucky Utilities Co.,57.83,45.19,60.29
63670,19436,Union Electric Co.,56.56,41.72,69.64
26521,20387,West Penn Power Co.,61.26,47.16,71.66
30307,07140,Georgia Power Co.,76.3,54.04,88.77
92806,17609,Southern California Edison Co.,144.53,119.66,157.72
55709,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
23120,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
49285,04254,Consumers Energy Co.,84.9,65.38,95.35
23141,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
54159,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
72057,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
54750,13781,Northern States Power Co.,69.79,57.42,89.95
35907,00195,Alabama Power Co.,81.85,49.23,89.32
93536,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
76481,A3483,Oncor Electric Delivery Co.,0,0,0
54119,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
49420,04254,Consumers Energy Co.,84.9,65.38,95.35
85532,00803,Arizona Public Service Co.,87.13,61.11,98.47
43739,14006,Ohio Power Co.,63.8,43.58,75.25
43963,20521,Wheeling Power Co.,53.61,31.24,57.37
18616,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
35474,00195,Alabama Power Co.,81.85,49.23,89.32
34104,06452,Florida Power & Light Co.,106.06,88.71,119
19109,14940,PECO Energy Co.,121.2,81.88,139.07
98502,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
67203,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
93262,17609,Southern California Edison Co.,144.53,119.66,157.72
49056,04254,Consumers Energy Co.,84.9,65.38,95.35
33781,06455,Florida Power Corp.,95.25,83.1,117.91
97067,15248,Portland General Electric Co.,75.02,58.26,82.88
74553,15474,PSC of Oklahoma,74.19,58.93,84.1
50104,09162,Interstate Power & Light Co.,0,0,0
95537,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
98506,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
18971,14940,PECO Energy Co.,121.2,81.88,139.07
01378,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
62440,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
13436,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
12887,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
70342,03265,Cleco Power LLC,103.71,77.5,110.06
67563,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
13350,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
93653,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
55105,13781,Northern States Power Co.,69.79,57.42,89.95
45890,14006,Ohio Power Co.,63.8,43.58,75.25
03304,04148,"Unitil Energy Systems, Inc.",0,0,0
06901,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
05474,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
77659,07806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
36767,00195,Alabama Power Co.,81.85,49.23,89.32
96120,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
75770,A3483,Oncor Electric Delivery Co.,0,0,0
98257,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
48701,05109,Detroit Edison Co.,85.32,59.4,102.07
64020,10000,Kansas City Power & Light Co.,60.27,46.48,71
48880,04254,Consumers Energy Co.,84.9,65.38,95.35
54767,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
19468,14940,PECO Energy Co.,121.2,81.88,139.07
36066,00195,Alabama Power Co.,81.85,49.23,89.32
25638,00733,Appalachian Power Co.,52.6,36.59,58.52
22551,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
23459,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
89439,17166,Sierra Pacific Power Co.,119,96.25,128.65
54423,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
72474,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
59716,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
50435,12341,MidAmerican Energy Co.,65.04,40.61,86.15
76435,20404,AEP Texas North Co.,0,0,0
17340,12390,Metropolitan Edison Co.,82.19,64.62,93.56
84036,14354,PacifiCorp.,59.39,40.36,69.43
26351,12796,Monongahela Power Co.,59.39,41.09,72.5
77381,08901,"CenterPoint Energy Houston Electric, LLC",0,0,0
12546,11804,Massachusetts Electric Co.,160.29,159.57,154.32
54021,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
18017,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
18301,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
58327,14232,Otter Tail Power Co.,64.49,50.72,74.26
95494,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
79756,A3483,Oncor Electric Delivery Co.,0,0,0
67443,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
14062,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
58474,14232,Otter Tail Power Co.,64.49,50.72,74.26
03216,15472,PSC of New Hampshire,136.75,128.88,151.42
46767,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
72701,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
25267,12796,Monongahela Power Co.,59.39,41.09,72.5
55924,13781,Northern States Power Co.,69.79,57.42,89.95
33566,18454,Tampa Electric Co.,96.85,76.54,109.71
50703,12341,MidAmerican Energy Co.,65.04,40.61,86.15
15062,20387,West Penn Power Co.,61.26,47.16,71.66
59248,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
26241,12796,Monongahela Power Co.,59.39,41.09,72.5
32810,06455,Florida Power Corp.,95.25,83.1,117.91
03609,07601,Green Mountain Power Corp.,109.59,75.73,132.56
53508,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
46307,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
29911,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
06493,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
27217,03046,Carolina Power & Light Co.,74.34,57.46,90.23
07922,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
68455,12341,MidAmerican Energy Co.,65.04,40.61,86.15
17764,20387,West Penn Power Co.,61.26,47.16,71.66
26508,12796,Monongahela Power Co.,59.39,41.09,72.5
